A_Index;AnzahlZimmer;Ausbaustufe;Baeder;BaederUG;Baujahr;Bebauungsdichte;Besonderheiten;Dachtyp;EG_qm;Fassadenqual;Fassadenzustand;Garagen;Gesamteindruck;Grundstueck_qm;Kamine;KellerQual;Keller_qm;Kellerhoehe;Lage;ToilettenEG;ToilettenUG;Typ;Umgebaut;Verkaufsjahr;Verkaufsmonat;Wohnflaeche_qm;Z_Verkaufspreis
73;1;1 Ebene;1;1.0;2021;Niedrig;Neuverkauf;Flachdach;172.0;Gut;Durchschnitt;3.0;2.0;1154.0;1;2;172.0;Sehr gut;NeuStuttgart_West;1;0.0;Freistehend;2021;2021.0;6;172.0;485825.0
2613;1;1,5 Ebenen;2;1.0;1936;Niedrig;;Satteldach;78.0;Durchschnitt;Durchschnitt;2.0;2.0;1044.0;0;5;107.0;Durchschnitt;Birkach;0;0.0;Freistehend;2004;2016.0;8;119.0;130090.0
1885;3;1,5 Ebenen;1;0.0;1943;Hoch;;Satteldach;78.0;Durchschnitt;Durchschnitt;1.0;3.0;453.0;0;2;73.0;Durchschnitt;Zuffenhausen;0;0.0;Freistehend;2011;2019.0;7;141.0;181560.0
106;3;2 Ebenen;1;0.0;1943;Niedrig;;Satteldach;89.0;Durchschnitt;Durchschnitt;3.0;3.0;1245.0;2;5;59.0;Durchschnitt;Moehringen;1;0.0;Freistehend;2001;2014.0;5;149.0;186732.0
1741;4;1,5 Ebenen;1;0.0;1934;Niedrig;;Mansarddach;97.0;Durchschnitt;Durchschnitt;2.0;2.0;1318.0;1;2;77.0;Durchschnitt;Botnang;1;0.0;Freistehend;2011;2017.0;6;171.0;217944.0
1669;3;2 Ebenen;2;1.0;2011;Seelage;;Satteldach;90.0;Gut;Durchschnitt;2.0;3.0;743.0;1;1;90.0;Gut;Wangen;1;0.0;Freistehend;2011;2021.0;4;171.0;312854.0
992;3;1 Ebene;2;1.0;2015;Niedrig;;Satteldach;133.0;Gut;Durchschnitt;2.0;3.0;856.0;0;2;133.0;Gut;Bad Cannstatt;0;0.0;Freistehend;2015;2017.0;4;133.0;221103.0
746;3;1 Ebene;1;0.0;1966;Niedrig;;Flachdach;98.0;Durchschnitt;Durchschnitt;1.0;2.0;1069.0;0;5;98.0;Durchschnitt;NeuStuttgart_Nord;0;1.0;Freistehend;2010;2013.0;3;98.0;123300.0
2064;4;1 Ebene;2;0.0;2017;Niedrig;Neuverkauf;Flachdach;161.0;Gut;Durchschnitt;3.0;2.0;1236.0;0;3;160.0;Sehr gut;NeuStuttgart_Sued;0;0.0;Freistehend;2017;2013.0;9;161.0;263700.0
1073;3;1,5 Ebenen;1;0.0;1921;Mittel;;Mansarddach;76.0;Gut;Durchschnitt;1.0;3.0;447.0;0;5;74.0;Gut;Birkach;0;0.0;Freistehend;1961;2017.0;6;149.0;134241.0
1779;3;1 Ebene;1;0.0;1964;Niedrig;;Satteldach;107.0;Durchschnitt;Durchschnitt;2.0;3.0;941.0;0;1;107.0;Durchschnitt;Vaihingen;1;0.0;Freistehend;1964;2017.0;5;107.0;144769.0
593;4;2 Ebenen;3;1.0;2004;Niedrig;;Flachdach;179.0;Gut;Gut;3.0;3.0;1733.0;1;2;161.0;Sehr gut;NeuStuttgart_Sued;1;0.0;Freistehend;2005;2013.0;5;325.0;526050.0
291;3;2 Ebenen;2;0.0;1921;Mittel;;Satteldach;77.0;Gut;Gut;2.0;2.0;969.0;0;1;62.0;Schlecht;Birkach;0;0.0;Freistehend;1961;2019.0;6;140.0;99643.0
2348;4;2 Ebenen;2;1.0;1979;Niedrig;;Satteldach;140.0;Durchschnitt;Durchschnitt;2.0;3.0;1114.0;1;5;98.0;Durchschnitt;Wangen;1;0.0;Freistehend;1995;2014.0;8;246.0;234000.0
1083;2;1 Ebene;2;0.0;1988;Niedrig;;Satteldach;99.0;Durchschnitt;Durchschnitt;2.0;3.0;406.0;1;5;99.0;Gut;Weilimdorf;0;0.0;Reihenhaus;1988;2021.0;7;99.0;157043.0
2373;3;2 Ebenen;1;0.0;1940;Niedrig;;Satteldach;73.0;Durchschnitt;Durchschnitt;2.0;3.0;1150.0;2;1;73.0;Gut;Moehringen;0;0.0;Freistehend;1961;2014.0;6;141.0;215280.0
2772;4;2 Ebenen;2;0.0;1973;Niedrig;;Satteldach;81.0;Durchschnitt;Durchschnitt;1.0;2.0;775.0;1;3;80.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1973;2015.0;7;168.0;164998.0
916;3;Sonstige;1;1.0;1987;Niedrig;;Satteldach;103.0;Durchschnitt;Durchschnitt;2.0;3.0;791.0;1;3;95.0;Durchschnitt;NeuStuttgart_Nord;0;0.0;Freistehend;1987;2021.0;3;103.0;131793.0
1054;4;2 Ebenen;2;0.0;1911;Mittel;;Satteldach;107.0;Durchschnitt;Durchschnitt;2.0;3.0;975.0;0;4;99.0;Durchschnitt;Birkach;1;0.0;Freistehend;1961;2016.0;5;167.0;138695.0
337;3;2 Ebenen;2;0.0;1999;Niedrig;;Satteldach;91.0;Durchschnitt;Durchschnitt;2.0;2.0;1058.0;1;2;91.0;Gut;Wangen;1;0.0;Freistehend;1999;2021.0;3;159.0;242031.0
1008;3;1 Ebene;2;0.0;2014;Niedrig;;Satteldach;145.0;Gut;Durchschnitt;2.0;3.0;932.0;0;3;145.0;Sehr gut;NeuStuttgart_Ost;0;0.0;Freistehend;2014;2021.0;4;145.0;247574.0
1260;2;2 Ebenen;2;0.0;2020;Seelage;Neuverkauf;Satteldach;56.0;Gut;Durchschnitt;2.0;2.0;409.0;0;3;56.0;Gut;Wangen;1;0.0;Reihenhaus;2020;2020.0;6;113.0;194823.0
911;3;1 Ebene;1;1.0;1965;Niedrig;;Satteldach;100.0;Durchschnitt;Durchschnitt;2.0;3.0;1026.0;0;2;100.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;2014;2021.0;5;100.0;178475.0
2676;2;1 Ebene;2;1.0;2017;Niedrig;;Satteldach;149.0;Gut;Durchschnitt;2.0;4.0;819.0;1;3;149.0;Sehr gut;NeuStuttgart_West;0;0.0;Reihenhaus;2017;2015.0;3;149.0;311403.0
1044;1;1 Ebene;1;1.0;1999;Mittel;;Satteldach;94.0;Durchschnitt;Durchschnitt;2.0;3.0;403.0;0;5;93.0;Gut;Muenster;0;0.0;Reihenhaus;1999;2015.0;3;94.0;194688.0
889;3;2 Ebenen;2;1.0;2009;Seelage;;Satteldach;113.0;Gut;Gut;2.0;3.0;843.0;2;3;113.0;Sehr gut;Wangen;1;0.0;Freistehend;2009;2015.0;6;219.0;304200.0
1407;3;1 Ebene;1;0.0;1927;Niedrig;;Satteldach;114.0;Gut;Durchschnitt;2.0;3.0;872.0;1;3;75.0;Durchschnitt;Moehringen;0;0.0;Freistehend;2011;2019.0;10;114.0;167971.0
1060;4;1,5 Ebenen;3;0.0;1946;Niedrig;;Satteldach;183.0;Durchschnitt;Gut;3.0;4.0;1419.0;2;1;67.0;Durchschnitt;Moehringen;1;0.0;Freistehend;2008;2018.0;5;320.0;417190.0
1027;4;1,5 Ebenen;2;0.0;1931;Niedrig;;Mansarddach;91.0;Schlecht;Schlecht;1.0;2.0;764.0;0;1;88.0;Durchschnitt;NeuStuttgart_Nord;0;0.0;Freistehend;1961;2015.0;3;126.0;93450.0
2382;3;1 Ebene;2;1.0;2001;Niedrig;;Flachdach;134.0;Gut;Durchschnitt;2.0;3.0;1052.0;1;2;84.0;Gut;Plieningen;0;0.0;Freistehend;2002;2015.0;5;134.0;175121.0
1688;2;1 Ebene;1;1.0;1966;Niedrig;;Satteldach;89.0;Durchschnitt;Durchschnitt;1.0;2.0;985.0;0;1;89.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1966;2020.0;2;89.0;144489.0
1097;3;Sonstige;1;1.0;1972;Niedrig;;Satteldach;107.0;Durchschnitt;Durchschnitt;2.0;3.0;1184.0;0;3;103.0;Durchschnitt;Sillenbuch;0;0.0;Freistehend;2006;2021.0;6;107.0;182293.0
466;2;1 Ebene;1;0.0;2017;Niedrig;Neuverkauf;Satteldach;104.0;Durchschnitt;Durchschnitt;2.0;2.0;867.0;0;4;104.0;Gut;NeuStuttgart_Nord;1;0.0;Freistehend;2018;2016.0;4;104.0;156918.0
2323;2;1 Ebene;1;1.0;1995;Niedrig;;Satteldach;69.0;Durchschnitt;Durchschnitt;1.0;3.0;722.0;0;2;69.0;Gut;Plieningen;0;0.0;Reihenhaus;1995;2021.0;2;69.0;153964.0
1939;2;1 Ebene;2;1.0;2004;Niedrig;;Satteldach;124.0;Gut;Durchschnitt;2.0;3.0;556.0;1;2;124.0;Gut;NeuStuttgart_West;0;0.0;Reihenhaus;2004;2017.0;10;124.0;189517.0
2761;3;1 Ebene;2;0.0;1979;Niedrig;;Flachdach;138.0;Durchschnitt;Durchschnitt;2.0;3.0;2164.0;2;2;138.0;Gut;Moehringen;0;1.0;Freistehend;1979;2015.0;9;138.0;209289.0
2019;2;1 Ebene;1;0.0;1941;Mittel;;Flachdach;75.0;Durchschnitt;Durchschnitt;1.0;3.0;577.0;0;2;75.0;Durchschnitt;Birkach;0;0.0;Freistehend;2016;2014.0;6;75.0;102960.0
1092;2;1 Ebene;1;0.0;1951;Niedrig;;Mansarddach;62.0;Gut;Durchschnitt;1.0;2.0;556.0;0;2;62.0;Durchschnitt;Birkach;0;0.0;Freistehend;2016;2018.0;7;62.0;95154.0
753;3;1 Ebene;1;1.0;1982;Niedrig;;Flachdach;80.0;Durchschnitt;Durchschnitt;2.0;3.0;771.0;0;2;80.0;Gut;Vaihingen;0;0.0;Freistehend;1982;2018.0;5;80.0;134683.0
1215;3;1,5 Ebenen;1;1.0;1961;Niedrig;;Satteldach;105.0;Durchschnitt;Durchschnitt;1.0;2.0;732.0;0;5;112.0;Durchschnitt;Vaihingen;1;0.0;Freistehend;1993;2019.0;5;177.0;157152.0
1018;4;1 Ebene;1;0.0;1970;Niedrig;;Flachdach;158.0;Durchschnitt;Durchschnitt;2.0;2.0;1071.0;1;1;130.0;Durchschnitt;Vaihingen;1;1.0;Freistehend;1970;2021.0;4;158.0;203848.0
1478;3;1 Ebene;1;1.0;1961;Niedrig;;Satteldach;80.0;Durchschnitt;Durchschnitt;2.0;2.0;728.0;0;1;80.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;2013;2016.0;7;80.0;130596.0
556;2;1 Ebene;1;0.0;1934;Niedrig;;Satteldach;80.0;Durchschnitt;Durchschnitt;0.0;3.0;600.0;0;1;40.0;Gut;Botnang;0;0.0;Freistehend;1969;2014.0;8;80.0;80028.0
839;3;Sonstige;1;0.0;1969;Niedrig;kein Wasseranschluss;Satteldach;124.0;Durchschnitt;Durchschnitt;2.0;2.0;1444.0;1;4;76.0;Durchschnitt;NeuStuttgart_West;0;1.0;Freistehend;1969;2019.0;1;124.0;156583.0
485;3;1 Ebene;2;0.0;2017;Niedrig;;Satteldach;146.0;Gut;Durchschnitt;3.0;3.0;1196.0;1;5;146.0;Gut;Wangen;0;0.0;Freistehend;2017;2017.0;7;146.0;244266.0
1121;4;2 Ebenen;1;0.0;1891;Mittel;;Walmdach;122.0;Gut;Durchschnitt;4.0;3.0;1180.0;1;2;115.0;Durchschnitt;Birkach;1;0.0;Freistehend;2014;2020.0;5;245.0;315009.0
1974;3;Sonstige;2;0.0;2003;Niedrig;;Satteldach;75.0;Durchschnitt;Durchschnitt;2.0;3.0;920.0;1;1;35.0;Gut;NeuStuttgart_Mitte;1;0.0;Freistehend;2003;2016.0;7;137.0;165928.0
1109;3;1 Ebene;1;1.0;1978;Niedrig;;Satteldach;135.0;Durchschnitt;Durchschnitt;2.0;2.0;956.0;1;3;109.0;Durchschnitt;Sillenbuch;1;0.0;Freistehend;1978;2013.0;7;135.0;148500.0
2460;4;Sonstige;1;1.0;1972;Niedrig;;Flachdach;146.0;Durchschnitt;Durchschnitt;2.0;2.0;1153.0;1;3;112.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1972;2020.0;9;146.0;206667.0
1406;2;1 Ebene;2;0.0;1960;Niedrig;;Satteldach;96.0;Durchschnitt;Durchschnitt;2.0;2.0;728.0;0;2;0.0;;Vaihingen;0;0.0;Doppelhaus;1961;2020.0;6;96.0;106590.0
1599;2;1 Ebene;1;1.0;1968;Niedrig;;Satteldach;75.0;Durchschnitt;Durchschnitt;1.0;3.0;711.0;0;2;75.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1968;2013.0;7;75.0;116910.0
1942;2;Sonstige;1;1.0;1987;Niedrig;;Satteldach;100.0;Gut;Durchschnitt;2.0;3.0;994.0;1;2;97.0;Sehr gut;Wangen;0;0.0;Freistehend;1987;2013.0;7;100.0;154800.0
2224;3;2 Ebenen;2;0.0;1989;Niedrig;;Flachdach;62.0;Durchschnitt;Durchschnitt;2.0;2.0;1171.0;1;5;62.0;Durchschnitt;Sillenbuch;1;0.0;Freistehend;1989;2021.0;4;128.0;195719.0
2516;1;1 Ebene;1;1.0;2017;Niedrig;;Flachdach;207.0;Gut;Durchschnitt;2.0;3.0;1425.0;1;1;206.0;Sehr gut;NeuStuttgart_West;1;0.0;Freistehend;2017;2015.0;1;207.0;430191.0
2074;3;Sonstige;1;1.0;1977;Niedrig;;Satteldach;108.0;Durchschnitt;Durchschnitt;2.0;3.0;909.0;0;4;104.0;Durchschnitt;Vaihingen;1;0.0;Freistehend;1977;2018.0;5;108.0;191513.0
1777;3;1 Ebene;1;0.0;1973;Niedrig;;Satteldach;95.0;Durchschnitt;Durchschnitt;1.0;2.0;813.0;0;1;95.0;Durchschnitt;Vaihingen;0;1.0;Freistehend;1973;2017.0;11;95.0;132556.0
790;3;1 Ebene;1;1.0;1974;Niedrig;;Satteldach;97.0;Durchschnitt;Durchschnitt;1.0;2.0;1081.0;0;5;97.0;Durchschnitt;Wangen;0;0.0;Freistehend;1974;2015.0;2;97.0;123626.0
2568;3;2 Ebenen;2;0.0;2017;Niedrig;Neuverkauf;Satteldach;79.0;Gut;Durchschnitt;2.0;3.0;874.0;0;4;79.0;Gut;Bad Cannstatt;1;0.0;Freistehend;2017;2013.0;8;161.0;182844.0
2089;3;2 Ebenen;2;1.0;2004;Niedrig;;Satteldach;112.0;Gut;Durchschnitt;2.0;3.0;1179.0;1;2;109.0;Gut;NeuStuttgart_Sued;1;0.0;Freistehend;2005;2020.0;10;207.0;312132.0
1673;2;1 Ebene;2;1.0;2019;Niedrig;;Satteldach;116.0;Gut;Durchschnitt;3.0;2.0;1041.0;0;3;116.0;Gut;Bad Cannstatt;0;0.0;Freistehend;2019;2019.0;3;116.0;252582.0
54;3;1 Ebene;2;0.0;2012;Niedrig;;Satteldach;132.0;Gut;Durchschnitt;2.0;2.0;1635.0;0;4;131.0;Gut;Bad Cannstatt;0;0.0;Freistehend;2013;2019.0;6;132.0;213067.0
2051;2;2 Ebenen;2;0.0;2017;Seelage;;Satteldach;58.0;Gut;Durchschnitt;2.0;2.0;418.0;0;5;58.0;Gut;Wangen;1;0.0;Reihenhaus;2018;2017.0;3;116.0;180988.0
743;3;2 Ebenen;2;0.0;2015;Mittel;;Satteldach;90.0;Gut;Durchschnitt;2.0;3.0;257.0;0;1;90.0;Gut;NeuStuttgart_Nord;0;0.0;;2015;2014.0;4;158.0;128700.0
659;3;1 Ebene;2;0.0;1990;Niedrig;;Satteldach;151.0;Durchschnitt;Durchschnitt;2.0;3.0;2371.0;1;5;151.0;Gut;NeuStuttgart_Ost;0;1.0;Freistehend;1990;2014.0;9;151.0;226980.0
50;2;1 Ebene;1;1.0;2006;Niedrig;;Flachdach;138.0;Gut;Gut;2.0;2.0;955.0;1;3;138.0;Gut;NeuStuttgart_Mitte;1;0.0;Reihenhaus;2007;2014.0;4;138.0;252720.0
1063;3;1 Ebene;1;0.0;1964;Niedrig;;Satteldach;107.0;Durchschnitt;Sehr gut;1.0;3.0;1161.0;0;2;80.0;Durchschnitt;Vaihingen;1;0.0;Freistehend;2017;2015.0;7;107.0;138228.0
376;3;2 Ebenen;2;0.0;1985;Niedrig;;Satteldach;79.0;Durchschnitt;Durchschnitt;2.0;2.0;238.0;1;5;79.0;Durchschnitt;Weilimdorf;1;1.0;Reihenhaus;1985;2020.0;6;122.0;174097.0
2643;3;1 Ebene;2;0.0;2017;Seelage;Neuverkauf;Satteldach;124.0;Gut;Durchschnitt;2.0;3.0;915.0;0;3;124.0;Gut;Wangen;0;0.0;Freistehend;2018;2016.0;6;124.0;213004.0
1108;3;1 Ebene;1;0.0;1978;Niedrig;;Flachdach;98.0;Durchschnitt;Durchschnitt;2.0;2.0;1144.0;1;2;98.0;Durchschnitt;Sillenbuch;0;1.0;Freistehend;1978;2013.0;6;98.0;138240.0
2659;4;2 Ebenen;2;1.0;1911;Mittel;;Satteldach;101.0;Durchschnitt;Durchschnitt;3.0;2.0;977.0;0;5;101.0;Durchschnitt;Birkach;0;0.0;Freistehend;1961;2013.0;5;164.0;78300.0
1578;3;2 Ebenen;2;1.0;1985;Niedrig;;Satteldach;140.0;Gut;Durchschnitt;2.0;3.0;1759.0;2;5;110.0;Durchschnitt;NeuStuttgart_Mitte;1;0.0;Freistehend;2014;2016.0;7;201.0;297639.0
1503;3;1 Ebene;1;0.0;1965;Niedrig;;Satteldach;125.0;Durchschnitt;Gut;2.0;2.0;955.0;1;2;89.0;Durchschnitt;NeuStuttgart_Nord;1;0.0;Freistehend;1965;2014.0;6;125.0;136656.0
1755;3;1 Ebene;2;0.0;2018;Niedrig;Neuverkauf;Flachdach;157.0;Gut;Durchschnitt;3.0;3.0;1003.0;0;2;157.0;Gut;Wangen;0;0.0;Freistehend;2018;2016.0;6;157.0;251401.0
2378;1;1 Ebene;1;1.0;1989;Niedrig;;Satteldach;114.0;Gut;Durchschnitt;2.0;3.0;401.0;1;3;114.0;Gut;NeuStuttgart_Mitte;0;0.0;;1989;2014.0;7;114.0;159120.0
2839;2;1,5 Ebenen;1;0.0;1959;Mittel;;Satteldach;63.0;Durchschnitt;Gut;1.0;2.0;608.0;0;4;60.0;Durchschnitt;Birkach;1;0.0;Freistehend;2013;2015.0;6;110.0;116812.0
266;3;1 Ebene;1;1.0;1976;Niedrig;;Flachdach;89.0;Durchschnitt;Durchschnitt;1.0;2.0;1105.0;0;5;89.0;Durchschnitt;NeuStuttgart_Nord;0;0.0;Freistehend;1976;2015.0;5;89.0;92233.0
2156;2;1 Ebene;2;0.0;2018;Niedrig;Neuverkauf;Flachdach;173.0;Sehr gut;Durchschnitt;2.0;4.0;795.0;1;5;173.0;Sehr gut;NeuStuttgart_Sued;0;0.0;Reihenhaus;2018;2016.0;12;173.0;321996.0
1539;4;1 Ebene;2;0.0;1971;Niedrig;;Flachdach;144.0;Durchschnitt;Durchschnitt;0.0;2.0;869.0;0;5;144.0;Durchschnitt;Vaihingen;0;0.0;Doppelhaus;1971;2014.0;9;144.0;111384.0
1100;3;1 Ebene;1;1.0;1983;Niedrig;;Flachdach;128.0;Durchschnitt;Durchschnitt;2.0;2.0;938.0;1;4;107.0;Durchschnitt;Wangen;1;0.0;Freistehend;2017;2021.0;3;128.0;243263.0
1671;3;1 Ebene;2;0.0;2016;Niedrig;Neuverkauf;Satteldach;121.0;Gut;Durchschnitt;2.0;3.0;881.0;1;4;121.0;Gut;Bad Cannstatt;0;0.0;Freistehend;2016;2013.0;7;121.0;148491.0
1909;3;1 Ebene;2;1.0;1999;Niedrig;;Flachdach;156.0;Gut;Gut;2.0;3.0;2170.0;1;3;81.0;Gut;Moehringen;0;0.0;Freistehend;2018;2020.0;12;156.0;262923.0
1695;3;1 Ebene;2;0.0;1980;Niedrig;;Satteldach;172.0;Durchschnitt;Gut;2.0;3.0;1180.0;1;4;172.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1980;2014.0;3;172.0;179805.0
1738;3;1 Ebene;2;0.0;2012;Niedrig;;Flachdach;166.0;Gut;Durchschnitt;3.0;2.0;1490.0;1;2;163.0;Gut;Bad Cannstatt;0;0.0;Freistehend;2013;2014.0;8;166.0;257400.0
1263;3;2 Ebenen;2;1.0;2006;Niedrig;;Satteldach;71.0;Durchschnitt;Durchschnitt;2.0;3.0;803.0;1;4;71.0;Gut;NeuStuttgart_Mitte;1;0.0;Freistehend;2007;2018.0;6;154.0;205857.0
2322;3;1 Ebene;1;1.0;2017;Niedrig;;Satteldach;106.0;Gut;Durchschnitt;2.0;3.0;762.0;0;1;106.0;Gut;Plieningen;1;0.0;Freistehend;2017;2020.0;6;106.0;180019.0
1729;2;1,5 Ebenen;1;0.0;1886;Niedrig;;Satteldach;72.0;Durchschnitt;Gut;0.0;3.0;642.0;0;4;72.0;Durchschnitt;Sillenbuch;0;0.0;Freistehend;2007;2021.0;5;94.0;115780.0
471;3;2 Ebenen;2;1.0;2014;Seelage;;Flachdach;99.0;Gut;Durchschnitt;2.0;2.0;806.0;2;4;98.0;Sehr gut;Wangen;1;0.0;Freistehend;2015;2016.0;8;190.0;304725.0
1569;3;2 Ebenen;2;0.0;2009;Niedrig;;Satteldach;80.0;Durchschnitt;Durchschnitt;2.0;3.0;1043.0;0;2;80.0;Gut;Bad Cannstatt;1;0.0;Freistehend;2009;2020.0;3;165.0;234380.0
285;2;1,5 Ebenen;2;0.0;1926;Mittel;;Satteldach;81.0;Durchschnitt;Schlecht;2.0;3.0;1038.0;0;3;81.0;Durchschnitt;Stammheim;0;0.0;Freistehend;1989;2017.0;4;121.0;126344.0
1405;4;1,5 Ebenen;1;0.0;1926;Mittel;;Satteldach;81.0;Durchschnitt;Durchschnitt;3.0;3.0;1276.0;1;4;81.0;Durchschnitt;Birkach;1;0.0;Freistehend;1961;2018.0;6;131.0;168518.0
2364;3;Sonstige;2;0.0;1990;Niedrig;;Flachdach;96.0;Durchschnitt;Durchschnitt;2.0;3.0;1166.0;1;3;50.0;Durchschnitt;Wangen;1;0.0;Freistehend;1990;2015.0;11;160.0;191767.0
2472;2;1 Ebene;1;0.0;1964;Niedrig;;Satteldach;189.0;Durchschnitt;Durchschnitt;4.0;2.0;4369.0;0;3;0.0;;NeuStuttgart_Ost;0;0.0;Freistehend;1964;2016.0;6;189.0;131609.0
333;2;1 Ebene;1;1.0;1951;Niedrig;;Flachdach;141.0;Durchschnitt;Durchschnitt;0.0;3.0;1969.0;2;2;146.0;Durchschnitt;NeuStuttgart_Nord;0;0.0;Freistehend;2018;2017.0;1;141.0;273746.0
1516;3;1,5 Ebenen;1;0.0;1921;Niedrig;;Satteldach;98.0;Durchschnitt;Durchschnitt;1.0;3.0;1139.0;0;1;57.0;Durchschnitt;NeuStuttgart_Nord;0;0.0;Freistehend;2004;2013.0;9;118.0;108900.0
441;3;2 Ebenen;2;0.0;2007;Niedrig;;Satteldach;67.0;Durchschnitt;Durchschnitt;2.0;3.0;2188.0;1;4;67.0;Gut;NeuStuttgart_Mitte;1;1.0;Freistehend;2008;2018.0;8;134.0;191622.0
2356;2;1 Ebene;2;0.0;1998;Niedrig;;Satteldach;111.0;Durchschnitt;Durchschnitt;2.0;3.0;381.0;0;3;110.0;Gut;NeuStuttgart_West;0;0.0;Reihenhaus;1998;2013.0;8;111.0;117000.0
2660;4;2 Ebenen;2;0.0;2018;Niedrig;;Satteldach;83.0;Gut;Durchschnitt;3.0;3.0;1465.0;1;5;83.0;Gut;Wangen;1;0.0;Freistehend;2018;2017.0;1;179.0;225314.0
1770;3;1 Ebene;2;0.0;2017;Niedrig;Neuverkauf;Flachdach;183.0;Gut;Durchschnitt;3.0;2.0;1437.0;1;3;179.0;Gut;NeuStuttgart_Sued;0;0.0;Freistehend;2017;2016.0;7;183.0;399889.0
577;3;1,5 Ebenen;1;0.0;1951;Mittel;;Satteldach;94.0;Durchschnitt;Durchschnitt;1.0;3.0;610.0;1;2;91.0;Durchschnitt;Botnang;1;0.0;Freistehend;2000;2017.0;7;155.0;173618.0
1048;3;2 Ebenen;2;0.0;1987;Niedrig;;Satteldach;79.0;Durchschnitt;Durchschnitt;2.0;2.0;231.0;1;3;79.0;Gut;Weilimdorf;1;0.0;;1987;2013.0;7;135.0;129600.0
2625;2;2 Ebenen;1;0.0;1984;Mittel;;Satteldach;44.0;Durchschnitt;Durchschnitt;1.0;2.0;208.0;0;2;44.0;Durchschnitt;Hedelfingen;1;0.0;;1984;2013.0;6;91.0;74700.0
2469;4;2 Ebenen;2;1.0;1929;Niedrig;;Flachdach;127.0;Durchschnitt;Durchschnitt;3.0;2.0;2258.0;1;1;127.0;Gut;Moehringen;1;0.0;Freistehend;1961;2015.0;11;244.0;232652.0
1052;3;2 Ebenen;2;2.0;2019;Niedrig;Neuverkauf;Flachdach;436.0;Sehr gut;Durchschnitt;2.0;4.0;6403.0;3;3;568.0;Sehr gut;NeuStuttgart_Nord;1;0.0;Freistehend;2019;2017.0;1;524.0;168459.0
1429;4;2 Ebenen;2;0.0;1939;Niedrig;;Satteldach;124.0;Durchschnitt;Durchschnitt;3.0;3.0;1998.0;2;5;62.0;Durchschnitt;NeuStuttgart_Nord;0;0.0;Freistehend;1961;2014.0;12;186.0;219960.0
1781;3;1,5 Ebenen;2;0.0;1921;Mittel;;Satteldach;92.0;Durchschnitt;Durchschnitt;2.0;3.0;845.0;0;2;86.0;Gut;Birkach;0;0.0;Freistehend;2001;2016.0;11;153.0;145883.0
392;3;1 Ebene;1;0.0;1969;Niedrig;;Flachdach;96.0;Durchschnitt;Durchschnitt;1.0;2.0;739.0;0;5;96.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1969;2019.0;3;96.0;145764.0
1869;3;1 Ebene;1;0.0;1969;Niedrig;;Flachdach;112.0;Durchschnitt;Durchschnitt;1.0;3.0;1255.0;0;4;112.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;2009;2020.0;6;112.0;183572.0
2435;6;1 Ebene;2;1.0;1974;Mittel;;Satteldach;160.0;Durchschnitt;Durchschnitt;2.0;2.0;915.0;0;3;160.0;Durchschnitt;Sillenbuch;0;0.0;Doppelhaus;1974;2013.0;11;160.0;112500.0
2707;3;1,5 Ebenen;1;0.0;1925;Niedrig;;Satteldach;62.0;Durchschnitt;Durchschnitt;2.0;2.0;1557.0;0;4;62.0;Gut;Moehringen;0;0.0;Freistehend;2006;2017.0;1;117.0;155298.0
1603;4;2 Ebenen;3;0.0;1932;Niedrig;;Satteldach;92.0;Durchschnitt;Durchschnitt;2.0;2.0;994.0;0;5;56.0;Durchschnitt;Zuffenhausen;1;0.0;Freistehend;2009;2017.0;5;241.0;198992.0
2703;4;2 Ebenen;2;1.0;2017;Niedrig;Neuverkauf;Flachdach;161.0;Gut;Durchschnitt;3.0;3.0;1652.0;1;4;161.0;Sehr gut;NeuStuttgart_Sued;1;0.0;Freistehend;2017;2013.0;8;240.0;370874.0
2813;2;1 Ebene;2;1.0;2011;Niedrig;;Satteldach;153.0;Gut;Durchschnitt;2.0;2.0;538.0;0;5;138.0;Gut;NeuStuttgart_West;0;0.0;Reihenhaus;2011;2015.0;8;153.0;244333.0
1438;4;2,5 Ebenen;2;0.0;1938;Niedrig;;Satteldach;80.0;Durchschnitt;Durchschnitt;2.0;3.0;726.0;1;5;79.0;Durchschnitt;Moehringen;1;0.0;Freistehend;2003;2015.0;10;159.0;231678.0
103;3;2 Ebenen;1;0.0;1891;Mittel;;Satteldach;101.0;Durchschnitt;Durchschnitt;1.0;3.0;901.0;0;5;59.0;Schlecht;Birkach;0;0.0;Freistehend;2002;2014.0;6;162.0;116064.0
1564;2;1 Ebene;2;1.0;2017;Seelage;Neuverkauf;Satteldach;107.0;Gut;Durchschnitt;2.0;2.0;356.0;0;1;106.0;Gut;Wangen;0;0.0;Reihenhaus;2018;2015.0;2;107.0;161591.0
